AppID|SteamName|GameFolder|SavePath1|SaveFolder1|ConfigPath1|ConfigFolder1|SavePath2|SaveFolder2|ConfigPath2|ConfigFolder2|SavePath3|SaveFolder3|ConfigPath3|ConfigFolder3
1520|DEFCON|Defcon|~/.defcon|.defcon|~/.defcon|.defcon|[N/A]|[N/A]|[N/A]|[N/A]|[N/A]|[N/A]|[N/A]|[N/A]
422970|Devil Daggers|devildaggers|~/devildaggers|devildaggers|~/devildaggers|devildaggers|[N/A]|[N/A]|[N/A]|[N/A]|[N/A]|[N/A]|[N/A]|[N/A]
201700|DiRT Showdown|DiRT Showdown|$STEAMUSER/201700|201700|~/.local/share/vpltd/dirt|dirt|[N/A]|[N/A]|[N/A]|[N/A]|[N/A]|[N/A]|[N/A]|[N/A]
233610|Distance|Distance|~/.config/refract/Distance/Profiles|Profiles|~/.config/refract/Distance|Distance|[N/A]|[N/A]|~/.config/unity3d/Refract/Distance|Distance|[N/A]|[N/A]|[N/A]|[N/A]
219740|Don't Starve|dont_starve|~/.klei/DoNotStarve|DoNotStarve|~/.klei/DoNotStarve|DoNotStarve|[N/A]|[N/A]|[N/A]|[N/A]|[N/A]|[N/A]|[N/A]|[N/A]
322330|Don't Starve Together|Don't Starve Together|[N/A]|[N/A]|[UNKNOWN]|[UNKNOWN]|[N/A]|[N/A]|[N/A]|[N/A]|[N/A]|[N/A]|[N/A]|[N/A]
209060|Drunken Robot Pornography|Drunken Robot Pornography|$STEAMAPPS/GameData|GameData|$STEAMAPPS/GameData|GameData|[N/A]|[N/A]|[N/A]|[N/A]|[N/A]|[N/A]|[N/A]|[N/A]
383230|Dungeon Souls|Dungeon Souls|~/.config/DungeonSouls|DungeonSouls|~/.config/DungeonSouls|DungeonSouls|[N/A]|[N/A]|[N/A]|[N/A]|[N/A]|[N/A]|[N/A]|[N/A]
262280|Dungeons 2|Dungeons2|$STEAMAPPS/savegames|savegames|~/.config/Kalypso Media/Dungeons 2|Dungeons 2|[N/A]|[N/A]|~/.config/unity3d/Realmforge Studios GmbH/Dungeons 2|Dungeons 2|[N/A]|[N/A]|[N/A]|[N/A]
236090|Dust: An Elysian Tail|Dust An Elysian Tail|~/.local/share/DustAET|DustAET|~/.local/share/DustAET|DustAET|[N/A]|[N/A]|[N/A]|[N/A]|[N/A]|[N/A]|[N/A]|[N/A]
1900|Earth 2160|Earth 2160|[UNKNOWN]|[UNKNOWN]|[UNKNOWN]|[UNKNOWN]|[N/A]|[N/A]|[N/A]|[N/A]|[N/A]|[N/A]|[N/A]|[N/A]
10500|Empire: Total War™|Empire Total War|~/.local/share/feral-interactive/Empire/AppData/save_games|save_games|~/.local/share/feral-interactive/Empire/AppData|AppData|[N/A]|[N/A]|[N/A]|[N/A]|[N/A]|[N/A]|[N/A]|[N/A]
17740|Empires Mod|Empires|[CLOUD-ONLY]|[CLOUD-ONLY]|$STEAMAPPS/empires/cfg|cfg|[N/A]|[N/A]|[N/A]|[N/A]|[N/A]|[N/A]|[N/A]|[N/A]
25600|Eschalon: Book I|Eschalon Book I|~/.eschalon_b1_saved_games|.eschalon_b1_saved_games|[UNKNOWN]|[UNKNOWN]|[N/A]|[N/A]|[N/A]|[N/A]|[N/A]|[N/A]|[N/A]|[N/A]
265630|Fistful of Frags|Fistful of Frags|[N/A]|[N/A]|$STEAMAPPS/fof/cfg|cfg|[N/A]|[N/A]|[N/A]|[N/A]|[N/A]|[N/A]|[N/A]|[N/A]
302380|Floating Point|Floating Point|[N/A]|[N/A]|$STEAMAPPS/Tweaks.txt|Floating Point|[N/A]|[N/A]|[N/A]|[N/A]|[N/A]|[N/A]|[N/A]|[N/A]
248310|Freedom Planet|Freedom Planet|$STEAMUSER/248310|248310|$STEAMUSER/248310|248310|[N/A]|[N/A]|[N/A]|[N/A]|[N/A]|[N/A]|[N/A]|[N/A]
212680|FTL: Faster Than Light|FTL Faster Than Light|~/.local/share/FasterThanLight|FasterThanLight|~/.local/share/FasterThanLight/settings.ini|FasterThanLight|[N/A]|[N/A]|[N/A]|[N/A]|[N/A]|[N/A]|[N/A]|[N/A]
4000|Garry's Mod|GarrysMod|$STEAMAPPS/garrysmod/saves|saves|$STEAMAPPS/garrysmod/cfg|cfg|[N/A]|[N/A]|[N/A]|[N/A]|[N/A]|[N/A]|[N/A]|[N/A]
437570|GoNNER|GoNNER|[UNKNOWN]|[UNKNOWN]|~/.config/unity3d/Art in Heart/GoNNER|GoNNER|[N/A]|[N/A]|[N/A]|[N/A]|[N/A]|[N/A]|[N/A]|[N/A]
323320|Grow Home|GrowHome|$STEAMUSER/323320|323320|~/.config/unity3d/Reflections/Grow Home|Grow Home|[N/A]|[N/A]|[N/A]|[N/A]|[N/A]|[N/A]|[N/A]|[N/A]
206190|Gunpoint|Gunpoint|~/.local/share/gunpoint/savegames|savegames|~/.local/share/gunpoint/Settings|Settings|[N/A]|[N/A]|[N/A]|[N/A]|[N/A]|[N/A]|[N/A]|[N/A]
70|Half-Life|Half-Life|$STEAMAPPS/valve/SAVE|SAVE|$STEAMAPPS/valve|valve|[N/A]|[N/A]|[N/A]|[N/A]|[N/A]|[N/A]|[N/A]|[N/A]
220|Half-Life 2|Half-Life 2|$STEAMAPPS/hl2/save|save|$STEAMAPPS/hl2/cfg|cfg|[N/A]|[N/A]|[N/A]|[N/A]|[N/A]|[N/A]|[N/A]|[N/A]
320|Half-Life 2: Deathmatch|Half-Life 2 Deathmatch|[N/A]|[N/A]|[UNKNOWN]|[UNKNOWN]|[N/A]|[N/A]|[N/A]|[N/A]|[N/A]|[N/A]|[N/A]|[N/A]
380|Half-Life 2: Episode One|Half-Life 2|$STEAMAPPS/episodic/save|save|$STEAMAPPS/episodic/cfg|cfg|[N/A]|[N/A]|[N/A]|[N/A]|[N/A]|[N/A]|[N/A]|[N/A]
420|Half-Life 2: Episode Two|Half-Life 2|$STEAMAPPS/ep2/save|save|$STEAMAPPS/ep2/cfg|cfg|[N/A]|[N/A]|[N/A]|[N/A]|[N/A]|[N/A]|[N/A]|[N/A]
340|Half-Life 2: Lost Coast|Half-Life 2|$STEAMAPPS/lostcoast/save|save|$STEAMAPPS/lostcoast/cfg|cfg|[N/A]|[N/A]|[N/A]|[N/A]|[N/A]|[N/A]|[N/A]|[N/A]
360|Half-Life Deathmatch: Source|Half-Life 1 Source Deathmatch|[N/A]|[N/A]|[UNKNOWN]|[UNKNOWN]|[N/A]|[N/A]|[N/A]|[N/A]|[N/A]|[N/A]|[N/A]|[N/A]
130|Half-Life: Blue Shift|Half-Life|$STEAMAPPS/bshift/SAVE|SAVE|$STEAMAPPS/bshift|bshift|[N/A]|[N/A]|[N/A]|[N/A]|[N/A]|[N/A]|[N/A]|[N/A]
50|Half-Life: Opposing Force|Half-Life|$STEAMAPPS/gearbox/SAVE|SAVE|$STEAMAPPS/gearbox|gearbox|[N/A]|[N/A]|[N/A]|[N/A]|[N/A]|[N/A]|[N/A]|[N/A]
280|Half-Life: Source|Half-Life 2|$STEAMAPPS/hl1/save|save|$STEAMAPPS/hl1/cfg|cfg|[N/A]|[N/A]|[N/A]|[N/A]|[N/A]|[N/A]|[N/A]|[N/A]
15400|Harvest: Massive Encounter|Harvest Massive Encounter|[UNKNOWN]|[UNKNOWN]|[UNKNOWN]|[UNKNOWN]|[N/A]|[N/A]|[N/A]|[N/A]|[N/A]|[N/A]|[N/A]|[N/A]
297120|Heavy Bullets|Heavy Bullets|~/.config/unity3d/TerriVellmann/HEAVY BULLETS|HEAVY BULLETS|~/.config/unity3d/TerriVellmann/HEAVY BULLETS|HEAVY BULLETS|[N/A]|[N/A]|[N/A]|[N/A]|[N/A]|[N/A]|[N/A]|[N/A]
269210|Hero Siege|HeroSiege|~/.config/Hero_Siege|Hero_Siege|~/.config/Hero_Siege|Hero_Siege|[N/A]|[N/A]|[N/A]|[N/A]|[N/A]|[N/A]|[N/A]|[N/A]
236870|HITMAN™|HITMAN™|[CLOUD-ONLY]|[CLOUD-ONLY]|~/.local/share/feral-interactive/HITMAN|HITMAN|[N/A]|[N/A]|[N/A]|[N/A]|[N/A]|[N/A]|[N/A]|[N/A]
219150|Hotline Miami|hotline_miami|~/.local/share/HotlineMiami|HotlineMiami|~/.local/share/HotlineMiami|HotlineMiami|[N/A]|[N/A]|[N/A]|[N/A]|[N/A]|[N/A]|[N/A]|[N/A]
274170|Hotline Miami 2: Wrong Number|Hotline Miami 2|~/.local/share/HotlineMiami2|HotlineMiami2|~/.local/share/HotlineMiami2|HotlineMiami2|[N/A]|[N/A]|[N/A]|[N/A]|[N/A]|[N/A]|[N/A]|[N/A]
375820|Human Resource Machine|Human Resource Machine|~/.local/share/Tomorrow Corporation/Human Resource Machine|Human Resource Machine|~/.local/share/Tomorrow Corporation/Human Resource Machine|Human Resource Machine|[N/A]|[N/A]|[N/A]|[N/A]|[N/A]|[N/A]|[N/A]|[N/A]
207080|Indie Game: The Movie|Indie Game The Movie|[N/A]|[N/A]|[N/A]|[N/A]|[N/A]|[N/A]|[N/A]|[N/A]|[N/A]|[N/A]|[N/A]|[N/A]
385710|INK|INK|~/.config/INK/DontModifyThis.ini|INK|[UNKNOWN]|[UNKNOWN]|[N/A]|[N/A]|[N/A]|[N/A]|[N/A]|[N/A]|[N/A]|[N/A]
205730|Insanely Twisted Shadow Planet|Insanely Twisted Shadow Planet|~/.local/share/Fuelcell/Insanely Twisted Shadow Planet|Insanely Twisted Shadow Planet|~/.local/share/Fuelcell/Insanely Twisted Shadow Planet|Insanely Twisted Shadow Planet|[N/A]|[N/A]|[N/A]|[N/A]|[N/A]|[N/A]|[N/A]|[N/A]
250260|Jazzpunk: Director's Cut|Jazzpunk|~/.config/unity3d/Necrophone Games/Jazzpunk|Jazzpunk|~/.config/unity3d/Necrophone Games/Jazzpunk|Jazzpunk|[N/A]|[N/A]|[N/A]|[N/A]|[N/A]|[N/A]|[N/A]|[N/A]
323580|Jotun|Jotun|~/.config/unity3d/Thunder Lotus Games/Jotun|Jotun|~/.config/unity3d/Thunder Lotus Games/Jotun|Jotun|[N/A]|[N/A]|[N/A]|[N/A]|[N/A]|[N/A]|[N/A]|[N/A]
1250|Killing Floor|KillingFloor|[CLOUD-ONLY]|[CLOUD-ONLY]|~/.killingfloor|.killingfloor|[N/A]|[N/A]|[N/A]|[N/A]|[N/A]|[N/A]|[N/A]|[N/A]
231740|Knights of Pen and Paper +1|Knights of Pen and Paper|$STEAMAPPS/knightspp_Data/data.kopp|knightspp_Data|$STEAMAPPS/knightspp_Data/data.kopp|knightspp_Data|[N/A]|[N/A]|[N/A]|[N/A]|[N/A]|[N/A]|[N/A]|[N/A]
268360|Krautscape|Krautscape|~/.config/unity3d/Playables/Krautscape|Krautscape|~/.config/unity3d/Playables/Krautscape|Krautscape|[N/A]|[N/A]|[N/A]|[N/A]|[N/A]|[N/A]|[N/A]|[N/A]
550|Left 4 Dead 2|Left 4 Dead 2|[N/A]|[N/A]|$STEAMAPPS/left4dead2/cfg|cfg|[N/A]|[N/A]|[N/A]|[N/A]|[N/A]|[N/A]|[N/A]|[N/A]
48000|LIMBO|Limbo|~/.local/share/PlayDead/Limbo|Limbo|~/.local/share/PlayDead/Limbo|Limbo|[N/A]|[N/A]|[N/A]|[N/A]|[N/A]|[N/A]|[N/A]|[N/A]
221260|Little Inferno|Little Inferno|~/.local/share/littleinferno|littleinferno|~/.local/share/littleinferno|littleinferno|[N/A]|[N/A]|[N/A]|[N/A]|[N/A]|[N/A]|[N/A]|[N/A]
233150|LUFTRAUSERS|Luftrausers|~/.LUFTRAUSERS|.LUFTRAUSERS|~/.LUFTRAUSERS|.LUFTRAUSERS|[N/A]|[N/A]|[N/A]|[N/A]|[N/A]|[N/A]|[N/A]|[N/A]
266010|LYNE|LYNE|~/.config/unity3d/Thomas Bowker/LYNE|LYNE|~/.config/unity3d/Thomas Bowker/LYNE|LYNE|[N/A]|[N/A]|[N/A]|[N/A]|[N/A]|[N/A]|[N/A]|[N/A]
268750|Magicite|Magicite|~/.config/unity3d/SmashGames/Magicite/prefs|prefs|~/.config/unity3d/SmashGames/Magicite|Magicite|[N/A]|[N/A]|[N/A]|[N/A]|[N/A]|[N/A]|[N/A]|[N/A]
4700|Medieval II: Total War™|Medieval 2 Total War|~/.local/share/feral-interactive/Medieval II Total War|Medieval II Total War|~/.local/share/feral-interactive/Medieval II Total War|Medieval II Total War|[N/A]|[N/A]|[N/A]|[N/A]|[N/A]|[N/A]|[N/A]|[N/A]
243160|Mushroom 11|Mushroom 11|~/.config/unity3d/Untame/Mushroom 11/prefs|prefs|~/.config/unity3d/Untame/Mushroom 11|Mushroom 11|[N/A]|[N/A]|[N/A]|[N/A]|[N/A]|[N/A]|[N/A]|[N/A]
368730|No Time To Explain Remastered|No Time To Explain Remastered|$STEAMUSER/368730|368730|~/.config/unity3d/tinyBuild GAMES/No Time To Explain|No Time To Explain|[N/A]|[N/A]|[N/A]|[N/A]|[N/A]|[N/A]|[N/A]|[N/A]
